shipment_id,carrier,weather,shipment_value,warehouse_load_pct,traffic_density,planned_arrival,current_delay_minutes,is_delayed,event_type,last_checkpoint,distance_to_go_km,shipment_priority
fC-39750336,Swift,Clear,13006,78,0.35,2026-03-04 10:54:38,10,0,Routine,New Sara Hub,462,Medium
KN-87406176,Delhivery,Heavy Rain,4843,73,0.27,2026-02-07 03:50:50,4,0,Routine,Samanthabury Hub,217,High
QS-91747531,Swift,Clear,5220,35,0.53,2026-02-26 13:20:34,141,1,Operational Bottleneck,Lake Robertport Hub,12,Medium
dM-45767617,BlueDart,Fog,3321,33,0.37,2026-03-08 15:12:10,13,0,Routine,North Sally Hub,276,Low
Gd-95290556,Swift,Fog,4878,85,0.69,2026-02-07 01:53:48,14,0,Routine,North Richardmouth Hub,292,Medium
CO-97831804,Delhivery,Heavy Rain,8425,68,0.11,2026-02-12 16:05:06,52,1,Operational Bottleneck,Anthonymouth Hub,72,Medium
cN-45831064,Swift,Clear,11032,41,0.45,2026-02-12 04:37:58,12,0,Routine,Pamelaside Hub,392,Low
Uz-76236482,BlueDart,Fog,8947,70,0.57,2026-02-23 21:12:09,14,0,Routine,Andrewfurt Hub,352,Low
jx-61759493,BlueDart,Clear,2632,92,0.38,2026-02-25 05:50:20,55,1,Operational Bottleneck,East Kristin Hub,326,Medium
Dd-31118848,BlueDart,Clear,4734,97,0.82,2026-02-27 18:29:50,9,0,Routine,Crystalbury Hub,356,High
Lu-51707645,Swift,Heavy Rain,8980,63,0.91,2026-02-12 07:57:46,9,0,Routine,New Karenstad Hub,27,Medium
hY-97116869,Delhivery,Fog,13336,63,0.23,2026-02-09 04:53:56,180,1,Operational Bottleneck,Ericside Hub,387,Low
Dm-20439035,Delhivery,Clear,1205,72,0.99,2026-02-14 03:42:36,157,1,Operational Bottleneck,West Emily Hub,281,Low
em-66203813,BlueDart,Clear,2867,46,0.47,2026-03-05 02:10:22,5,0,Routine,Morseville Hub,192,Low
RD-94131341,Swift,Clear,4312,79,0.99,2026-02-16 05:01:07,2,0,Routine,New Christina Hub,119,Medium
mo-19579788,BlueDart,Heavy Rain,1759,100,0.35,2026-03-04 10:45:09,174,1,Operational Bottleneck,Michaeltown Hub,103,High
Ga-19232644,Delhivery,Heavy Rain,4223,64,0.72,2026-02-15 22:49:29,11,0,Routine,South Mikayla Hub,294,Medium
Sf-71514297,Delhivery,Fog,3165,61,0.35,2026-02-15 18:46:12,1,0,Routine,Ellenhaven Hub,360,Medium
wj-10942203,BlueDart,Clear,11147,94,0.57,2026-03-04 09:51:03,103,1,Operational Bottleneck,Lake Michelle Hub,431,High
rc-97290976,Swift,Clear,11958,30,0.7,2026-03-05 02:27:51,3,0,Routine,Schwartzstad Hub,16,High
mh-79329156,Swift,Clear,10352,75,0.82,2026-02-18 20:29:04,153,1,Operational Bottleneck,New Tylerside Hub,421,Low
ei-01296542,BlueDart,Clear,6014,48,0.99,2026-02-11 21:32:41,9,0,Routine,Gentrymouth Hub,111,High
sP-80378896,Swift,Clear,2996,37,0.9,2026-02-07 20:00:34,92,1,Operational Bottleneck,Stanleyberg Hub,317,Low
FH-05438064,Swift,Cyclone,10967,70,0.41,2026-02-28 03:03:48,533,1,Natural Disaster,Dannymouth Hub,67,High
Xe-48838067,Delhivery,Clear,2353,41,0.86,2026-03-08 03:20:43,12,0,Routine,West Christinaport Hub,93,Medium
hn-67850040,BlueDart,Fog,10456,84,0.89,2026-02-16 02:13:13,1,0,Routine,Angelicaside Hub,175,Medium
Xm-55475496,Swift,Heavy Rain,3061,46,0.2,2026-02-27 12:37:04,6,0,Routine,Bassport Hub,267,Low
bf-74464196,BlueDart,Clear,6874,96,0.97,2026-02-16 16:30:20,75,1,Operational Bottleneck,Adamsland Hub,370,High
wu-34375024,BlueDart,Fog,10156,71,0.51,2026-02-13 22:25:02,59,1,Operational Bottleneck,North Charlesview Hub,409,High
Ba-93533663,Delhivery,Clear,11647,36,0.88,2026-02-23 20:35:16,0,0,Routine,Leslieport Hub,266,High
Rk-30525225,Delhivery,Clear,3403,91,0.55,2026-03-03 04:41:07,164,1,Operational Bottleneck,Cruzfurt Hub,424,Medium
pD-54637741,Delhivery,Clear,12335,62,0.45,2026-02-16 01:39:33,13,0,Routine,Johnsonstad Hub,278,Medium
Jf-70398849,Delhivery,Fog,3024,32,0.63,2026-02-25 15:29:00,13,0,Routine,Williamsonton Hub,395,Low
Vj-62315994,Swift,Fog,2132,61,0.39,2026-02-23 15:00:34,14,0,Routine,Martinmouth Hub,494,Medium
zr-42040244,Delhivery,Heavy Rain,3529,76,0.72,2026-02-16 18:38:25,13,0,Routine,West Christopher Hub,482,Low
yb-07653580,BlueDart,Clear,10126,85,0.5,2026-03-07 13:50:02,12,0,Routine,South Phillip Hub,11,Medium
VG-75586080,Delhivery,Clear,13351,67,0.52,2026-02-28 21:34:54,11,0,Routine,Ramirezmouth Hub,322,High
Id-04168200,Swift,Clear,12298,99,0.66,2026-02-27 10:22:30,6,0,Routine,West Matthewshire Hub,438,Medium
Hn-80254069,BlueDart,Clear,5643,92,0.57,2026-02-19 23:53:06,11,0,Routine,New Codyville Hub,319,High
mm-85397209,BlueDart,Clear,8291,70,0.79,2026-02-12 21:01:12,1,0,Routine,Robinsonside Hub,249,Medium
Zc-30585904,Swift,Clear,8424,50,0.24,2026-03-06 10:26:38,10,0,Routine,Patriciaton Hub,248,Medium
zk-21460824,Swift,Clear,13749,54,0.21,2026-03-07 03:19:52,9,0,Routine,Rodriguezchester Hub,284,Medium
FS-22518287,BlueDart,Fog,9640,42,0.71,2026-02-25 02:25:31,11,0,Routine,Lake Justin Hub,111,Medium
SH-55539421,BlueDart,Clear,11102,66,0.29,2026-02-08 13:14:29,0,0,Routine,Thomaston Hub,464,Medium
Qh-68892521,Swift,Heavy Rain,10221,37,0.56,2026-02-23 03:38:59,10,0,Routine,West Lanceport Hub,85,High
Mb-58112443,Delhivery,Clear,6771,33,0.13,2026-02-19 17:03:04,8,0,Routine,Rachaelshire Hub,70,Low
EX-07763150,Delhivery,Clear,12516,83,0.75,2026-02-23 11:39:32,3,0,Routine,Scottview Hub,182,High
pd-10586753,Delhivery,Clear,14713,48,0.18,2026-03-04 16:48:28,6,0,Routine,Stewarthaven Hub,131,Low
Ei-22489025,BlueDart,Clear,4816,62,0.53,2026-02-20 20:52:00,8,0,Routine,Jonesfort Hub,180,Low
mH-31882989,Delhivery,Clear,5433,100,0.35,2026-02-11 06:19:49,6,0,Routine,West Nicolemouth Hub,425,High
wH-46495721,Swift,Clear,3970,61,0.32,2026-02-12 23:04:38,15,0,Routine,Carolview Hub,216,High
YN-63844849,BlueDart,Clear,14575,68,0.9,2026-02-17 08:47:40,4,0,Routine,New Andreaberg Hub,35,High
wJ-67881833,Swift,Clear,5139,57,0.66,2026-03-04 20:23:33,12,0,Routine,North Judithchester Hub,134,Medium
Ap-19713899,Delhivery,Clear,10290,95,0.65,2026-02-10 23:05:24,127,1,Operational Bottleneck,Lake Justin Hub,167,Low
Cj-87794092,Delhivery,Heavy Rain,1405,72,0.2,2026-02-26 14:18:15,1,0,Routine,South Samuel Hub,40,High
mX-72364566,BlueDart,Cyclone,10823,53,0.28,2026-03-04 20:06:21,444,1,Natural Disaster,Port Nicolemouth Hub,181,Medium
cP-61135631,Delhivery,Heavy Rain,2055,96,0.58,2026-02-14 00:11:49,72,1,Operational Bottleneck,Dawnview Hub,226,High
AZ-70526109,Delhivery,Clear,14620,54,0.38,2026-03-03 16:55:55,6,0,Routine,Lake Abigail Hub,313,Medium
ll-90641744,BlueDart,Clear,10570,33,0.79,2026-02-21 13:48:49,14,0,Routine,Lake Deborah Hub,444,Low
Pc-65740292,Swift,Clear,12014,95,0.91,2026-03-06 07:34:02,151,1,Operational Bottleneck,North Jenniferville Hub,188,Low
vt-04352202,Swift,Heavy Rain,7761,73,0.89,2026-02-21 16:10:52,4,0,Routine,West Vanessafurt Hub,451,Low
Op-66831998,Swift,Fog,12284,56,0.43,2026-03-06 19:14:18,13,0,Routine,North Joan Hub,129,Low
nR-87150214,Delhivery,Clear,1046,92,0.23,2026-02-13 19:08:10,6,0,Routine,New Christopher Hub,295,Medium
YB-68318842,BlueDart,Heavy Rain,7590,79,0.21,2026-02-12 23:26:53,154,1,Operational Bottleneck,Wadechester Hub,124,Medium
pa-00331253,BlueDart,Cyclone,7921,64,0.88,2026-03-05 05:51:01,689,1,Natural Disaster,West Jasonhaven Hub,106,Low
Fa-60945524,Delhivery,Clear,10794,89,0.95,2026-02-25 11:58:47,6,0,Routine,Lake Spencer Hub,453,Low
aL-89736979,Swift,Clear,5814,91,0.48,2026-02-28 07:15:55,113,1,Operational Bottleneck,Lisabury Hub,414,Low
Mg-32295991,BlueDart,Clear,14449,94,0.35,2026-02-09 08:33:44,68,1,Operational Bottleneck,Laurahaven Hub,390,Low
Za-65489114,Delhivery,Fog,12081,75,0.25,2026-02-13 03:18:12,5,0,Routine,Lake Brianborough Hub,173,Low
Uy-05632898,BlueDart,Heavy Rain,14899,89,0.52,2026-02-25 01:48:14,13,0,Routine,New Michael Hub,368,High
Ks-56867003,Swift,Heavy Rain,11787,57,0.15,2026-02-18 02:56:11,0,0,Routine,Rodriguezfort Hub,128,Low
br-97897648,BlueDart,Heavy Rain,1015,81,0.2,2026-03-01 06:16:47,14,0,Routine,Amandamouth Hub,357,Medium
Ac-86962105,Delhivery,Heavy Rain,8550,94,0.96,2026-03-04 02:57:10,179,1,Operational Bottleneck,Lake Matthewchester Hub,66,High
NO-70124652,BlueDart,Fog,14928,46,0.86,2026-02-27 08:02:48,10,0,Routine,West Gene Hub,313,High
cj-72306210,Delhivery,Clear,10264,74,0.36,2026-02-08 17:12:56,13,0,Routine,Jenniferfort Hub,119,Medium
wC-06618154,Delhivery,Fog,11920,87,0.24,2026-02-21 06:08:32,104,1,Operational Bottleneck,Tylermouth Hub,57,Medium
or-21755389,Swift,Clear,11735,78,0.66,2026-03-03 01:30:13,6,0,Routine,Ronaldshire Hub,403,Medium
WU-69315864,Swift,Fog,13867,61,0.44,2026-02-12 09:06:19,2,0,Routine,South Nicholasborough Hub,433,High
Me-22658179,BlueDart,Clear,12250,31,0.59,2026-03-04 17:10:24,5,0,Routine,South Jesus Hub,461,High
oy-93597326,BlueDart,Clear,3318,60,0.98,2026-02-25 23:50:44,7,0,Routine,New Victor Hub,312,Low
Nh-97284979,Swift,Fog,10013,90,0.5,2026-02-23 13:54:54,7,0,Routine,Sherimouth Hub,466,Medium
xx-04144813,Delhivery,Clear,3580,66,0.57,2026-03-02 14:27:13,5,0,Routine,New Craigside Hub,409,Medium
vI-88750235,Delhivery,Clear,6031,87,0.83,2026-02-24 12:10:52,9,0,Routine,Richardsonside Hub,440,Low
Fg-21429015,BlueDart,Clear,10005,95,0.3,2026-03-05 06:40:37,9,0,Routine,New Stacy Hub,180,Low
De-47644693,Swift,Heavy Rain,833,51,0.88,2026-03-04 09:22:39,54,1,Operational Bottleneck,New Donaldshire Hub,248,High
ms-59339111,Swift,Clear,7236,65,0.65,2026-02-08 15:50:57,1,0,Routine,Leeberg Hub,32,Medium
vQ-56688176,Delhivery,Clear,12925,31,0.21,2026-03-04 12:29:54,10,0,Routine,Marilynville Hub,365,High
iS-93418916,BlueDart,Fog,12397,33,1.0,2026-02-19 10:31:07,6,0,Routine,North Tanyaton Hub,337,Medium
JG-16755876,Delhivery,Heavy Rain,8233,85,0.99,2026-02-10 03:02:26,64,1,Operational Bottleneck,Espinozachester Hub,46,Low
bH-19121402,BlueDart,Cyclone,8563,61,0.54,2026-02-21 04:34:28,0,0,Routine,East Albertborough Hub,438,Low
Kj-14319189,Delhivery,Heavy Rain,8947,89,0.8,2026-02-26 03:26:56,10,0,Routine,New Bryanport Hub,337,Medium
xz-52293416,Delhivery,Clear,1715,59,0.89,2026-03-03 19:42:32,10,0,Routine,Port Taylorville Hub,325,Low
Yg-81266734,Swift,Clear,7590,34,0.27,2026-02-18 03:58:04,5,0,Routine,Daisymouth Hub,389,Medium
wk-04186557,Delhivery,Heavy Rain,14850,96,0.37,2026-02-13 19:08:04,2,0,Routine,Billyhaven Hub,389,Medium
yk-00433603,Delhivery,Clear,12456,79,0.14,2026-03-06 17:25:25,1,0,Routine,Lake Ryan Hub,495,Low
Tk-31365034,Delhivery,Clear,13406,53,0.89,2026-02-09 05:54:18,3,0,Routine,Port William Hub,448,Low
pw-41824731,Swift,Clear,6351,45,0.99,2026-02-24 15:23:53,12,0,Routine,Nancyshire Hub,335,Low
am-71838872,Swift,Clear,6384,59,0.96,2026-03-06 16:59:01,2,0,Routine,Staceyhaven Hub,472,Low
Cc-65188912,Delhivery,Heavy Rain,2121,43,0.9,2026-02-11 09:36:33,3,0,Routine,Lake Julia Hub,377,High
RJ-98722039,Swift,Heavy Rain,8522,54,1.0,2026-03-06 12:45:08,14,0,Routine,Alanton Hub,400,Medium
kA-56792192,Swift,Fog,2477,47,0.64,2026-02-18 20:28:12,8,0,Routine,Taylorchester Hub,294,High
Jp-66658928,Delhivery,Clear,764,62,0.35,2026-02-15 10:01:49,12,0,Routine,Timothyberg Hub,46,High
Yz-66229332,Delhivery,Fog,7772,48,0.43,2026-02-09 11:11:18,14,0,Routine,South Tiffanyport Hub,341,Low
pb-04679951,Swift,Clear,10045,83,0.33,2026-02-21 11:50:15,0,0,Routine,Davidland Hub,327,Medium
Si-58192513,BlueDart,Clear,2565,48,0.9,2026-03-07 13:40:56,6,0,Routine,Thompsonchester Hub,124,High
cH-95480187,BlueDart,Clear,7399,45,0.11,2026-03-02 17:08:54,8,0,Routine,Amandachester Hub,445,Low
ng-85417103,BlueDart,Clear,1221,59,0.73,2026-02-16 06:51:41,10,0,Routine,Reidfurt Hub,249,Medium
Ww-88507213,Swift,Clear,3475,97,0.97,2026-03-02 03:47:12,89,1,Operational Bottleneck,North Victorstad Hub,450,High
Zg-96431560,Swift,Clear,11080,96,0.1,2026-03-06 18:49:21,12,0,Routine,North Brooke Hub,136,Low
fA-85869864,Delhivery,Clear,3379,31,0.37,2026-02-16 22:08:13,12,0,Routine,Harperfurt Hub,359,Low
mu-62331187,BlueDart,Clear,7381,36,0.85,2026-03-01 10:00:28,8,0,Routine,Isaacview Hub,272,Low
Hh-44456275,Delhivery,Clear,8907,31,0.91,2026-02-18 18:26:39,89,1,Operational Bottleneck,Gibsonborough Hub,24,High
os-80994580,Swift,Heavy Rain,13691,45,0.66,2026-02-21 08:04:20,4,0,Routine,North Andrew Hub,82,Low
tS-84492241,Delhivery,Heavy Rain,1536,81,0.34,2026-02-12 01:10:37,146,1,Operational Bottleneck,Anthonyton Hub,267,Medium
hA-42304395,BlueDart,Clear,11105,55,0.45,2026-02-21 05:55:58,10,0,Routine,Hoodland Hub,376,High
Ik-43937293,Delhivery,Clear,5003,41,0.68,2026-03-02 23:46:52,15,0,Routine,Roberttown Hub,62,High
qV-28143162,Delhivery,Heavy Rain,3435,63,0.68,2026-02-09 06:16:07,11,0,Routine,Olsonmouth Hub,359,Medium
FB-80310926,Swift,Heavy Rain,12184,84,0.86,2026-02-27 22:38:42,11,0,Routine,Abigailmouth Hub,204,High
Nb-53723752,BlueDart,Heavy Rain,12608,85,0.62,2026-02-19 08:18:22,140,1,Operational Bottleneck,Lisafurt Hub,308,Medium
Yn-80987097,Delhivery,Clear,7872,62,0.59,2026-02-09 23:42:05,3,0,Routine,New James Hub,343,Medium
ym-76338065,BlueDart,Clear,13886,31,0.73,2026-02-23 17:33:17,1,0,Routine,Stevenston Hub,176,Medium
lO-09003044,Delhivery,Clear,6627,44,0.16,2026-03-01 15:07:55,1,0,Routine,East Rose Hub,143,Medium
by-66409172,Swift,Clear,2022,69,0.88,2026-03-07 21:11:56,7,0,Routine,Amandaview Hub,98,Low
Ir-26972254,BlueDart,Heavy Rain,5789,97,0.45,2026-03-03 01:37:37,168,1,Operational Bottleneck,South Trevorland Hub,19,Low
FS-62076735,Delhivery,Clear,8024,59,0.83,2026-03-05 04:12:27,10,0,Routine,Monicabury Hub,376,Medium
vC-88353748,Delhivery,Clear,13091,65,0.8,2026-02-14 09:01:14,3,0,Routine,Garciaberg Hub,52,Low
JQ-34209131,Swift,Clear,5378,85,0.13,2026-02-09 14:53:10,2,0,Routine,Lake Nancy Hub,211,Low
mp-11822707,BlueDart,Fog,13411,56,0.48,2026-03-05 17:01:07,12,0,Routine,Brittanyfurt Hub,360,High
BD-92895323,Delhivery,Heavy Rain,12121,79,0.66,2026-03-09 08:37:14,10,0,Routine,Lake Joshua Hub,186,High
eI-21275949,Delhivery,Clear,1215,37,0.4,2026-03-04 11:12:49,15,0,Routine,Martinezbury Hub,371,Low
IM-65704084,BlueDart,Clear,12369,51,0.45,2026-03-05 17:25:13,0,0,Routine,New Sara Hub,345,Medium
jE-10875044,Delhivery,Clear,8516,78,0.78,2026-03-06 11:56:37,14,0,Routine,South Charles Hub,287,High
RZ-42188422,BlueDart,Heavy Rain,1597,61,0.66,2026-02-17 02:46:01,151,1,Operational Bottleneck,New Crystalborough Hub,137,Medium
QG-49549651,Swift,Clear,2597,99,0.41,2026-02-08 04:10:15,11,0,Routine,Campbellberg Hub,63,Low
Mo-60377321,Swift,Fog,12879,33,0.19,2026-02-13 07:01:22,10,0,Routine,Port Abigailbury Hub,352,High
ha-73680383,Swift,Cyclone,10115,82,0.15,2026-03-07 06:08:59,628,1,Natural Disaster,Port Janet Hub,414,High
Lm-78821489,Swift,Fog,7220,99,0.17,2026-02-20 05:14:52,0,0,Routine,Melanieborough Hub,50,Medium
kB-12748540,Swift,Clear,9748,84,0.23,2026-02-14 22:40:10,14,0,Routine,Coleborough Hub,417,Medium
pi-36967139,BlueDart,Clear,14263,78,0.76,2026-02-20 09:07:31,10,0,Routine,Mistyburgh Hub,114,Medium
ul-17038492,Delhivery,Clear,948,97,0.91,2026-02-27 17:28:25,170,1,Operational Bottleneck,Prattberg Hub,272,Low
cP-31639763,BlueDart,Clear,12432,47,0.35,2026-02-14 02:32:08,2,0,Routine,Larryside Hub,236,Low
oc-74075825,BlueDart,Heavy Rain,9953,80,0.3,2026-02-25 16:56:44,133,1,Operational Bottleneck,West Jenniferhaven Hub,308,High
mG-80184984,Delhivery,Clear,1742,50,0.9,2026-03-04 19:31:20,1,0,Routine,Odonnellland Hub,244,Low
zX-94118351,BlueDart,Fog,12498,75,0.92,2026-02-23 21:41:08,3,0,Routine,East Christopherchester Hub,209,Low
na-34422363,BlueDart,Clear,7010,52,0.91,2026-02-25 12:28:10,165,1,Operational Bottleneck,Jeremyview Hub,64,High
ZZ-52559875,BlueDart,Cyclone,10963,55,0.95,2026-02-27 19:21:08,594,1,Natural Disaster,Lake Elizabethview Hub,443,High
Md-07974097,BlueDart,Clear,2053,84,0.13,2026-02-14 15:22:06,10,0,Routine,Tinaburgh Hub,305,High
hU-70733887,Delhivery,Clear,14233,70,0.8,2026-02-20 12:38:29,72,1,Operational Bottleneck,North Faith Hub,95,Low
CO-00823835,Swift,Clear,8453,91,0.52,2026-02-27 16:14:39,2,0,Routine,Perezshire Hub,415,High
yY-51433594,Swift,Clear,2332,39,0.72,2026-03-01 12:53:56,14,0,Routine,West Kelly Hub,85,Medium
nG-60346179,BlueDart,Clear,912,100,0.95,2026-03-04 03:56:52,124,1,Operational Bottleneck,North Jessica Hub,446,High
WC-55557545,Delhivery,Fog,9012,43,0.72,2026-02-20 02:18:26,3,0,Routine,Coxburgh Hub,247,Low
mC-46810248,Delhivery,Clear,952,45,0.85,2026-02-06 15:06:45,51,1,Operational Bottleneck,West Melaniechester Hub,106,Medium
MI-86354719,Swift,Fog,10518,87,0.14,2026-02-17 08:03:29,10,0,Routine,Mckenzieton Hub,307,Medium
Xe-93552404,BlueDart,Clear,7509,55,0.76,2026-02-25 12:23:59,1,0,Routine,South Gloriamouth Hub,488,High
RA-67493076,BlueDart,Clear,5043,70,0.32,2026-02-14 17:35:18,15,0,Routine,West Kelseyshire Hub,449,High
vr-59255228,Delhivery,Clear,3676,62,0.26,2026-02-23 15:12:59,11,0,Routine,New Stephaniehaven Hub,51,High
XU-63676074,BlueDart,Fog,4181,34,0.12,2026-02-12 15:00:09,6,0,Routine,Lake Jonathantown Hub,427,High
uS-73597670,BlueDart,Clear,9896,94,0.27,2026-02-23 06:59:00,3,0,Routine,West Brenda Hub,195,High
Mx-06807229,Delhivery,Clear,1772,93,0.82,2026-02-17 03:54:00,12,0,Routine,Danielmouth Hub,160,High
CY-94995632,Delhivery,Cyclone,8544,100,0.58,2026-03-01 01:14:54,310,1,Natural Disaster,Williamsshire Hub,239,Medium
Ql-46575528,BlueDart,Fog,11076,58,0.75,2026-02-25 11:42:40,7,0,Routine,West Gregoryton Hub,36,High
JY-89660365,Delhivery,Clear,5260,62,0.26,2026-02-12 13:31:25,5,0,Routine,Tinahaven Hub,299,Low
Xc-85674988,Swift,Clear,8319,33,0.76,2026-02-27 01:11:51,3,0,Routine,Colliertown Hub,211,Low
xR-26319682,Swift,Heavy Rain,8647,49,0.21,2026-03-07 12:33:56,9,0,Routine,Davidland Hub,394,Low
fs-39869160,BlueDart,Clear,12531,52,0.55,2026-03-02 14:13:06,13,0,Routine,South Victoriaville Hub,276,Medium
wZ-78147074,Swift,Clear,14976,67,0.19,2026-03-09 16:18:37,6,0,Routine,Kevinton Hub,50,High
qp-59207079,Swift,Fog,4831,62,0.31,2026-02-09 05:52:58,7,0,Routine,Mccormickville Hub,486,Low
JA-20657447,Delhivery,Clear,2582,55,0.35,2026-02-08 19:08:37,5,0,Routine,Davidhaven Hub,384,High
Sm-06319371,BlueDart,Clear,1687,63,0.42,2026-02-15 13:43:47,7,0,Routine,Michelleberg Hub,176,Low
Oj-03273520,BlueDart,Clear,591,97,0.98,2026-02-19 10:23:24,138,1,Operational Bottleneck,Robertchester Hub,141,Medium
eM-24016353,Swift,Clear,9840,64,0.7,2026-02-16 15:42:51,8,0,Routine,Johnland Hub,356,Low
in-66334236,Delhivery,Cyclone,11762,93,0.86,2026-03-07 16:46:23,461,1,Natural Disaster,Mcgeeside Hub,130,Low
Ph-07649950,Delhivery,Clear,7672,38,0.76,2026-02-13 13:23:11,1,0,Routine,Jessicafurt Hub,298,Low
Sa-44210582,Delhivery,Clear,8960,68,0.12,2026-02-26 21:21:42,4,0,Routine,Pollardport Hub,75,Medium
Ug-27968688,BlueDart,Clear,11398,39,0.71,2026-03-08 02:24:23,13,0,Routine,Douglasside Hub,42,High
dG-74737147,BlueDart,Clear,4267,46,0.81,2026-02-17 16:13:30,1,0,Routine,West Wanda Hub,23,Medium
vt-10873818,BlueDart,Fog,2578,66,0.24,2026-02-09 05:23:46,12,0,Routine,Cardenasshire Hub,348,Medium
CD-79749387,Swift,Clear,7609,62,0.19,2026-02-10 20:01:04,95,1,Operational Bottleneck,Port Anitaport Hub,226,Low
bA-83873726,Delhivery,Clear,11327,66,0.82,2026-02-27 07:40:23,5,0,Routine,Ponceshire Hub,457,Low
mU-49846846,Delhivery,Heavy Rain,11281,100,0.2,2026-02-22 04:25:39,1,0,Routine,North Brittanystad Hub,452,Medium
xB-89680083,Delhivery,Heavy Rain,6755,78,0.63,2026-02-08 13:33:00,7,0,Routine,Dawnhaven Hub,211,High
WQ-21035991,BlueDart,Clear,1108,68,0.99,2026-02-23 01:51:20,6,0,Routine,New Williamside Hub,495,High
no-89134188,Delhivery,Fog,6444,42,0.87,2026-02-15 17:47:40,15,0,Routine,Longport Hub,113,High
WS-62006411,Delhivery,Heavy Rain,3720,62,0.46,2026-02-17 13:00:59,0,0,Routine,South John Hub,84,High
cA-99240952,Delhivery,Fog,7825,42,0.18,2026-02-13 22:49:47,2,0,Routine,North Sandra Hub,428,High
oK-92859594,BlueDart,Fog,5744,48,0.85,2026-02-15 18:43:40,4,0,Routine,South Cole Hub,293,Low
oi-78636906,Delhivery,Clear,2463,63,0.48,2026-02-18 12:39:33,5,0,Routine,Danielburgh Hub,248,High
MV-88355191,Delhivery,Clear,5249,30,0.17,2026-03-02 19:04:23,15,0,Routine,Carolshire Hub,444,Medium
NM-32475887,BlueDart,Clear,4841,44,0.98,2026-02-19 18:55:25,142,1,Operational Bottleneck,Cynthiashire Hub,274,High
Gn-56045182,Swift,Heavy Rain,11246,98,0.86,2026-02-11 19:06:40,174,1,Operational Bottleneck,Port Andrewberg Hub,481,High
rR-60556703,Delhivery,Clear,4466,98,0.49,2026-02-09 20:50:45,5,0,Routine,South Ashley Hub,381,Low
it-09583451,BlueDart,Clear,2701,42,0.3,2026-02-07 13:08:39,6,0,Routine,North Tiffany Hub,97,High
gv-34756769,BlueDart,Clear,7184,77,0.58,2026-03-08 22:38:05,7,0,Routine,Elizabethberg Hub,386,Low
Dk-68058651,Swift,Clear,3640,68,0.89,2026-02-21 17:37:08,92,1,Operational Bottleneck,Christinafurt Hub,30,Low
rZ-84700638,Delhivery,Clear,1856,91,0.64,2026-02-22 04:47:18,4,0,Routine,New Tracy Hub,83,Medium
gU-21746184,BlueDart,Clear,8719,42,0.96,2026-02-23 22:19:25,0,0,Routine,Derekview Hub,411,Low
Ff-26676519,Swift,Heavy Rain,9390,54,0.85,2026-02-18 19:30:04,109,1,Operational Bottleneck,South Danielland Hub,73,Low
kw-75008709,Swift,Clear,4223,72,0.73,2026-03-01 12:32:23,12,0,Routine,West Leslie Hub,206,Medium
Gz-40895502,Delhivery,Clear,14481,78,0.4,2026-02-28 16:17:03,15,0,Routine,Wendyfort Hub,448,Medium
My-66368622,Swift,Clear,7031,56,0.63,2026-03-04 00:25:22,2,0,Routine,Roachport Hub,399,High
RH-38759016,BlueDart,Fog,1905,74,0.25,2026-02-14 23:07:20,167,1,Operational Bottleneck,West Amandamouth Hub,404,High
gx-95407984,Delhivery,Fog,1452,59,0.93,2026-02-08 23:00:49,11,0,Routine,South Alyssa Hub,414,Medium
wu-65864523,BlueDart,Clear,6464,32,0.61,2026-02-17 14:48:50,12,0,Routine,New Trevormouth Hub,14,Medium
ib-85163292,BlueDart,Cyclone,12373,89,0.27,2026-02-21 05:47:50,345,1,Natural Disaster,Lake Michaelfort Hub,31,Low
xE-83302114,BlueDart,Clear,8976,31,0.45,2026-02-21 07:54:32,9,0,Routine,Christopherton Hub,335,High
GN-35826138,Delhivery,Fog,10815,46,0.52,2026-02-21 17:18:35,0,0,Routine,Lake Karenshire Hub,375,High
vJ-32503691,BlueDart,Fog,7050,45,0.54,2026-02-08 07:57:43,9,0,Routine,Lake Robert Hub,72,Low
fP-70480852,Swift,Clear,14970,91,0.31,2026-02-24 10:36:31,8,0,Routine,Stuartmouth Hub,453,High
kY-38827885,Swift,Heavy Rain,8809,35,0.63,2026-02-21 04:29:58,3,0,Routine,Wadestad Hub,200,Medium
vs-57475631,BlueDart,Heavy Rain,9589,68,0.36,2026-02-14 19:35:23,9,0,Routine,Williamsport Hub,293,Low
rL-67192965,BlueDart,Fog,14798,87,0.33,2026-03-08 01:11:56,0,0,Routine,Angelicafurt Hub,206,High
nW-96471986,BlueDart,Cyclone,9225,95,0.66,2026-02-16 03:32:49,464,1,Natural Disaster,New Tammyfurt Hub,59,Low
JZ-31598975,Swift,Heavy Rain,11709,36,0.44,2026-02-12 01:03:41,9,0,Routine,Erinhaven Hub,66,High
gC-69435742,BlueDart,Clear,13885,88,0.22,2026-03-05 09:25:01,48,1,Operational Bottleneck,West John Hub,292,Low
oy-94489000,Swift,Fog,14664,90,0.24,2026-02-08 21:55:43,102,1,Operational Bottleneck,West Edwin Hub,479,High
HX-00448184,Delhivery,Clear,8759,36,0.42,2026-02-14 02:44:16,12,0,Routine,Port Chad Hub,470,Low
MZ-59644477,Delhivery,Fog,5363,91,0.72,2026-03-09 00:36:26,8,0,Routine,North Karen Hub,15,High
